1	36	4	2	6	6	6	6	6	6	6	5	1	2	5	6	5	5	6	5	2	2	3	5	6	7	5	6	7	6	5	6	6	7	2	1	3	3	5	2	3	1	2	1	5	5	6	5	5
2	36	4	2	7	7	5	6	5	6	6	3	5	5	6	7	6	6	7	6	4	6	5	5	6	5	6	5	6	5	6	5	5	7	5	6	5	4	5	5	2	4	5	3	6	5	6	7	5
2	35	4	2	6	6	6	5	5	6	5	5	6	7	5	5	5	5	6	5	6	5	6	6	7	5	6	7	6	5	5	6	6	5	7	5	6	5	4	6	5	6	7	3	6	4	5	5	6
2	29	4	2	6	5	2	5	4	7	5	4	5	4	1	4	5	5	7	3	5	6	5	2	6	2	3	1	3	2	6	7	3	1	4	3	4	3	5	3	2	1	3	1	4	3	6	4	1
2	31	4	2	5	5	2	5	6	6	6	6	7	7	3	3	4	5	6	7	7	6	5	1	6	7	5	6	7	5	6	5	3	3	1	5	5	1	6	5	1	1	2	2	6	6	7	7	6
2	25	4	1	5	5	6	5	6	6	5	4	2	3	4	3	5	6	5	5	4	4	3	3	6	4	3	3	2	3	5	4	3	3	2	3	4	3	6	1	1	1	2	1	6	6	7	5	5
2	31	4	2	1	2	1	1	1	1	1	1	2	2	3	1	3	6	6	7	3	3	2	2	3	2	1	2	2	3	2	2	1	2	3	2	3	4	5	3	2	1	2	2	6	5	6	6	5
1	41	4	2	6	6	6	6	6	6	6	5	5	5	3	4	5	6	6	6	5	5	5	5	6	5	5	5	6	6	6	6	5	6	3	2	3	2	3	4	3	3	4	4	2	3	2	3	1
2	28	5	2	7	7	7	7	7	7	7	2	4	5	3	1	1	4	5	4	6	7	6	3	2	5	4	2	4	5	3	6	6	4	1	1	2	1	5	7	4	2	2	4	7	5	7	7	7
1	28	5	1	4	5	3	4	5	6	6	6	6	4	6	7	5	5	6	6	3	2	2	6	7	7	6	4	6	5	4	3	3	4	2	5	6	3	5	2	2	3	2	2	5	5	6	3	4
2	31	4	2	3	6	4	5	5	5	5	3	2	2	1	3	3	5	6	5	2	1	1	4	5	5	6	4	4	4	5	5	4	4	3	2	3	1	4	3	1	1	2	3	5	4	5	5	5
1	30	4	2	6	7	5	6	6	6	6	5	5	5	6	6	6	5	5	4	5	5	5	5	6	6	5	5	5	5	6	6	5	5	5	5	5	4	5	5	4	3	3	3	5	5	6	5	5
1	21	4	1	5	6	6	6	6	6	6	4	3	2	6	5	7	7	5	6	4	4	3	5	4	7	5	5	5	7	6	6	7	5	4	3	6	3	5	5	2	1	3	2	6	5	7	6	3
2	28	4	2	6	7	6	6	7	6	6	6	7	7	5	6	5	7	5	4	5	6	5	7	5	5	4	4	5	5	4	5	6	5	2	1	2	3	3	7	5	4	7	5	2	4	3	3	2
2	29	4	2	5	6	3	5	5	6	5	6	5	5	3	5	4	5	4	4	5	5	5	5	4	6	5	5	5	4	5	6	5	5	4	3	4	4	4	6	4	4	5	4	4	5	5	2	2
2	22	3	1	5	5	6	5	5	5	5	4	4	4	4	5	5	6	5	6	7	5	6	6	5	6	6	5	5	5	6	6	5	6	6	6	5	5	5	6	6	5	6	3	5	6	6	5	6
2	32	4	1	6	6	6	5	5	5	6	7	6	5	6	7	6	5	6	6	5	6	7	6	7	5	7	5	6	7	5	6	6	6	6	5	5	5	5	5	6	7	5	1	5	6	6	5	6
2	36	5	2	6	6	5	7	6	5	6	4	3	2	3	1	3	6	7	6	5	6	4	4	3	4	3	4	5	6	3	2	3	4	4	3	4	3	4	6	3	2	3	4	5	6	5	6	3
1	26	5	2	5	5	5	5	5	5	5	4	3	3	4	5	6	7	6	6	2	3	3	3	5	6	5	6	5	6	5	6	5	5	3	3	4	4	6	3	2	2	1	3	5	6	7	5	5
1	45	2	2	6	6	2	6	5	7	7	3	5	4	6	7	3	5	3	4	5	3	6	7	4	5	6	5	7	6	5	4	5	6	6	7	6	2	6	5	4	2	3	2	4	5	5	6	5
1	32	4	2	6	7	6	7	6	7	7	5	5	5	5	5	4	6	7	6	6	6	6	2	4	6	4	2	3	5	6	6	3	2	2	3	4	2	2	7	5	3	6	5	2	2	2	5	1
1	27	4	2	3	5	5	4	5	5	6	4	5	5	6	6	6	5	6	5	3	2	3	3	4	5	6	3	4	3	5	6	3	4	4	4	4	3	5	5	3	4	4	3	5	6	5	3	2
2	32	4	2	5	5	5	5	5	5	5	4	3	3	4	4	4	5	5	5	4	3	3	4	5	5	3	3	3	3	5	5	3	3	3	3	4	3	4	4	2	2	4	3	4	4	4	4	2
2	37	4	2	5	5	4	5	5	6	5	6	6	5	4	6	6	3	4	3	5	6	4	2	5	5	2	3	2	5	5	5	3	3	2	2	2	4	3	5	4	5	5	5	3	3	2	3	1
1	19	4	1	7	7	7	6	6	6	6	1	1	1	4	5	4	6	6	5	7	6	6	4	5	4	4	4	6	5	6	6	4	5	4	4	4	4	5	5	2	2	1	2	5	6	6	6	7
1	25	4	2	7	7	6	4	7	6	6	6	7	5	6	5	7	5	7	6	4	5	4	6	5	7	6	7	6	7	5	6	7	6	7	5	6	5	6	4	3	5	4	2	5	6	5	7	6
1	36	4	2	6	7	2	7	3	7	7	6	6	6	5	6	6	7	6	6	1	2	2	4	5	6	4	3	5	6	6	7	4	5	5	6	6	3	5	2	1	1	1	1	5	6	7	6	5
2	28	4	1	7	7	5	5	5	5	5	3	3	4	3	5	5	5	6	6	1	3	2	4	6	5	5	2	4	4	5	5	1	3	2	2	4	2	4	5	3	1	5	4	4	5	5	3	2
1	35	5	2	4	6	4	7	6	4	5	3	3	2	4	5	5	6	5	7	4	3	5	5	4	6	7	2	2	3	5	6	3	6	2	1	4	3	4	5	2	1	4	2	5	5	6	7	4
2	38	4	2	5	5	4	6	4	6	6	4	4	5	3	4	5	5	6	5	4	5	6	4	5	5	4	4	5	5	6	5	4	4	4	3	4	4	5	5	3	2	4	2	5	4	5	5	4
1	38	4	2	5	5	5	6	5	6	6	3	3	2	5	6	5	6	5	7	4	2	3	3	5	4	6	5	6	4	6	5	5	4	5	3	6	5	6	4	2	3	4	3	5	4	6	5	6
2	32	3	2	6	6	5	4	5	5	6	4	4	5	4	5	3	5	3	3	6	4	4	5	4	4	5	3	4	3	5	4	5	3	3	4	4	5	5	4	3	5	4	2	5	3	5	5	5
2	38	4	2	6	6	5	6	5	5	6	4	4	4	5	5	6	7	6	5	5	4	4	5	5	4	4	4	4	4	6	6	4	3	5	4	4	2	4	4	4	3	7	3	5	4	6	5	2
2	48	4	2	5	6	5	6	5	6	6	3	3	3	7	6	6	7	7	7	1	1	2	4	5	7	4	4	4	2	5	5	2	5	1	1	4	1	4	5	1	1	4	2	6	4	7	6	6
1	44	4	2	6	5	5	5	5	6	5	3	3	2	3	3	4	6	5	5	3	3	3	5	6	5	4	5	6	5	4	6	4	6	4	4	5	4	4	4	3	3	3	2	4	4	4	3	3
1	33	3	2	6	6	7	6	6	6	6	2	1	2	6	5	7	5	6	7	5	2	3	3	2	3	2	3	3	2	3	2	2	3	2	3	5	6	5	3	2	3	2	3	6	7	5	7	6
2	28	4	2	2	4	4	4	4	4	4	5	5	4	5	6	4	5	6	5	6	6	5	5	5	6	5	6	5	6	5	5	6	5	4	4	3	4	3	5	5	6	5	5	3	2	3	2	2
2	24	4	1	4	3	4	2	4	6	5	1	2	2	1	1	1	3	2	1	4	4	5	1	2	6	5	1	2	1	1	5	6	6	5	2	5	6	4	6	3	1	5	2	3	2	2	6	2
2	35	4	2	5	6	7	7	7	7	7	6	5	4	7	3	7	6	7	6	4	3	3	4	3	2	1	1	4	5	6	4	3	5	3	2	4	4	5	4	1	1	4	4	5	5	5	7	1
2	25	4	1	4	6	4	4	4	6	5	3	2	3	2	3	2	4	5	6	3	4	5	4	3	5	5	5	5	4	5	4	4	6	3	2	1	1	3	5	4	3	4	5	3	3	2	3	3
2	26	4	2	1	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	1	1	1	7	7	7	1	7	7	7	7	6	6	7	1	1	1	1	1	7	7	1	7	7	1	2	2	1	1
2	32	4	2	5	6	6	5	5	6	6	3	3	2	2	3	1	6	5	5	7	5	6	4	3	3	4	2	6	5	5	6	4	5	5	3	4	3	5	2	3	2	1	2	5	6	5	6	4
1	36	4	2	5	5	5	5	4	6	5	4	5	4	6	6	5	6	6	5	3	3	4	4	5	5	4	3	4	5	5	3	4	3	4	3	4	3	4	4	3	3	4	3	5	4	5	4	3
1	38	4	2	6	7	4	7	7	7	7	5	2	4	3	6	7	6	7	5	5	2	5	6	4	4	6	6	5	6	7	4	6	5	4	3	4	3	5	3	2	1	2	1	6	4	5	6	2
2	30	4	2	5	5	2	5	7	7	4	4	2	2	4	1	4	7	6	3	1	1	2	3	2	7	4	2	4	5	7	6	2	1	4	3	3	1	5	2	5	1	2	3	4	5	7	7	5
2	31	4	2	3	3	3	3	3	3	3	5	5	5	3	3	3	3	3	2	5	5	5	5	5	6	5	5	5	6	5	6	5	5	2	2	3	2	2	6	5	5	6	5	3	3	2	3	3
1	33	4	2	6	7	7	7	7	7	7	7	5	6	7	5	5	3	2	1	7	5	5	5	6	7	7	5	7	5	4	4	7	6	5	6	5	5	7	3	1	1	3	1	5	7	7	7	5
2	33	3	2	7	7	7	7	7	7	7	7	3	4	6	6	6	6	7	7	4	3	7	1	6	6	1	1	2	5	7	7	2	3	5	1	3	2	6	2	1	1	2	1	6	5	6	5	3
2	33	4	2	7	7	5	7	6	7	7	4	4	5	6	6	7	4	4	6	5	4	3	3	5	6	6	4	5	6	7	7	5	4	4	3	4	3	4	6	3	3	5	3	4	3	4	3	2
2	28	4	2	6	6	6	6	6	6	6	6	5	5	4	5	6	5	5	6	5	3	4	6	7	6	6	6	5	6	6	5	7	6	4	5	5	5	5	4	3	3	2	2	6	5	5	6	5
2	36	2	2	5	6	5	6	5	6	5	6	7	6	5	6	5	5	6	5	6	4	4	3	5	6	5	3	4	6	6	5	4	5	3	1	2	1	2	5	4	2	6	4	4	3	4	5	3
1	37	4	2	7	7	7	7	7	7	7	5	6	5	5	6	5	6	6	7	2	2	6	6	7	6	6	7	6	6	7	5	7	5	5	6	5	6	5	6	5	6	5	1	6	6	5	6	6
1	34	5	2	7	7	6	7	7	7	7	5	4	3	4	3	2	6	5	7	6	2	3	5	6	7	6	7	6	5	6	7	7	5	7	6	7	4	7	2	1	2	1	1	7	6	7	6	7
2	21	4	1	4	5	5	4	7	7	6	5	6	5	4	6	3	5	6	5	3	4	6	2	2	7	5	4	5	3	2	7	4	5	5	1	4	4	5	3	3	3	1	1	4	5	5	2	1
2	28	4	2	7	7	6	7	7	7	7	6	6	6	5	4	5	6	6	6	6	5	6	7	7	7	6	6	7	6	6	6	7	6	4	4	5	5	6	5	3	2	2	2	6	7	7	7	7
2	33	4	2	2	1	1	4	2	3	1	4	4	3	6	7	6	7	6	5	4	3	2	6	7	5	6	5	6	7	5	7	4	6	5	7	6	4	5	3	2	1	2	1	6	5	4	2	1
2	33	4	2	7	7	1	7	6	7	7	2	1	2	4	1	4	6	6	7	1	2	2	1	7	6	4	1	3	4	6	5	2	1	1	1	2	1	4	5	1	1	1	1	5	4	5	4	3
1	34	4	2	6	6	7	7	5	6	7	2	3	4	6	5	6	6	5	7	3	5	4	5	6	7	4	3	6	4	5	7	3	2	2	1	4	2	3	5	3	2	6	4	3	4	5	3	1
2	36	4	2	3	5	3	3	6	2	2	3	4	2	3	1	4	5	4	6	2	4	6	6	7	5	7	2	6	4	2	3	1	2	1	2	2	1	4	4	1	1	2	5	6	5	7	4	2
1	38	4	2	6	7	5	6	5	7	6	2	2	2	6	5	6	5	6	5	6	2	6	2	3	4	5	2	3	6	6	7	4	3	2	2	2	4	4	5	2	1	2	1	3	4	4	2	1
2	29	4	2	6	5	3	6	5	6	6	2	3	3	7	6	7	6	7	6	2	3	3	2	2	5	5	2	3	4	6	5	6	6	3	3	6	6	7	5	1	2	4	2	6	6	6	6	5
1	35	4	2	3	4	4	3	4	3	4	5	4	7	7	7	5	5	7	5	4	5	5	2	5	6	7	6	6	7	5	6	4	3	2	3	4	1	3	7	3	4	7	5	3	1	2	7	1
2	33	4	2	6	6	6	7	4	7	7	4	6	7	5	7	6	7	5	5	3	2	3	2	6	7	5	1	3	5	6	7	3	1	2	2	3	2	6	6	2	1	6	1	6	6	7	7	2
2	28	4	2	5	6	4	3	6	7	7	2	1	1	4	3	5	4	5	5	3	2	5	2	4	5	5	6	5	4	6	6	6	3	5	4	5	4	4	5	2	3	5	1	4	3	5	6	6
2	28	4	2	6	6	6	6	6	6	6	6	7	7	4	4	5	7	6	6	7	5	5	7	6	7	5	6	7	6	6	6	6	7	5	5	5	4	5	7	6	4	4	4	6	7	6	7	4
1	34	5	2	7	7	7	7	7	7	7	2	3	4	3	4	3	6	5	5	2	1	3	6	5	7	5	6	6	5	4	6	7	6	7	6	7	6	7	2	1	2	3	1	7	6	7	6	7
1	23	4	1	5	5	2	5	5	5	7	6	1	2	6	7	3	3	6	5	4	2	6	7	6	4	1	2	3	4	1	6	7	2	2	3	4	3	2	3	1	2	5	4	6	4	5	7	2
1	39	5	2	7	7	7	7	5	3	7	4	4	4	3	4	4	5	4	4	5	5	5	5	5	4	5	5	5	4	5	5	4	5	4	4	3	4	3	4	4	5	4	4	4	5	4	3	3
2	40	4	2	3	5	4	4	4	4	5	4	3	3	4	4	5	6	6	5	4	5	4	4	5	6	4	3	5	4	4	4	5	4	4	3	5	4	5	4	3	2	4	4	4	4	3	4	1
2	32	4	2	6	7	4	5	5	7	7	4	5	5	4	6	4	6	5	5	3	5	4	4	6	5	5	2	3	5	5	6	5	5	2	2	4	1	4	5	1	3	3	4	3	3	4	1	1
1	33	4	2	7	7	6	6	6	7	7	5	6	5	6	5	6	7	7	6	5	5	6	7	5	6	5	6	7	6	7	6	7	6	6	7	6	6	5	4	3	2	2	1	6	7	6	5	5
1	35	4	2	2	1	2	2	2	2	2	2	1	2	4	4	6	5	7	5	3	2	2	4	6	4	6	4	5	4	6	4	4	6	5	5	4	5	5	3	1	2	1	1	5	7	6	4	6
2	30	4	2	6	7	5	6	7	7	7	5	4	5	3	6	5	6	7	6	5	3	5	5	6	7	6	7	6	7	6	7	6	7	3	2	5	4	4	5	3	2	3	2	5	5	6	7	6
2	29	4	2	4	4	4	5	4	5	5	6	5	5	6	7	6	7	5	4	5	5	3	3	6	5	2	2	3	3	6	5	3	6	7	4	4	4	5	4	2	1	4	2	4	5	5	4	3
1	33	4	2	7	7	3	6	5	7	6	3	3	1	6	5	7	5	6	5	4	1	4	3	5	6	6	3	5	5	6	4	6	5	5	5	6	3	4	4	2	2	1	2	6	6	5	5	5
2	32	4	2	5	5	4	7	6	6	7	4	6	5	4	4	3	6	7	5	6	7	5	4	6	7	6	4	6	3	2	5	4	5	2	1	2	2	1	6	4	1	3	5	2	1	2	1	1
2	31	4	2	5	6	6	6	6	6	6	3	2	3	6	5	5	5	6	6	3	3	2	4	5	5	3	3	5	5	6	5	6	5	5	5	5	5	6	3	3	2	3	1	6	5	6	6	5
2	25	5	1	5	5	5	6	6	6	6	5	4	3	5	6	5	6	6	5	5	6	6	5	4	5	5	4	5	5	4	5	6	3	4	3	4	5	4	5	5	5	5	5	2	3	3	4	1
2	23	4	2	6	6	7	7	7	7	7	5	6	4	5	7	5	5	6	6	2	5	7	4	6	5	4	6	4	5	6	4	4	7	5	5	4	4	5	1	2	3	2	1	6	5	7	5	4
1	21	4	1	6	7	6	7	7	6	7	3	2	2	5	6	5	7	5	6	4	3	3	5	5	4	4	3	5	6	5	5	6	5	4	4	5	2	5	5	2	2	3	2	5	5	7	6	3
2	28	4	2	6	6	6	6	6	6	6	3	3	3	6	6	7	6	7	6	3	3	3	5	5	6	5	5	6	5	6	7	5	6	4	4	4	4	4	3	3	3	3	2	5	4	5	5	5
1	42	2	2	5	6	5	5	5	5	5	5	5	6	3	5	4	5	6	6	3	2	3	5	6	7	6	5	5	6	7	7	5	6	5	5	6	5	5	3	2	1	3	2	5	6	5	7	7
2	26	4	2	7	7	7	7	7	7	7	6	6	5	6	7	6	6	7	6	6	6	6	7	6	6	7	7	7	6	6	6	7	7	6	5	5	3	5	6	6	4	4	4	7	6	6	5	4
2	26	4	2	6	6	6	4	5	7	7	5	6	6	7	7	7	5	5	6	3	4	4	3	2	3	3	2	3	2	3	3	3	3	2	4	5	4	6	5	3	4	3	3	5	5	6	7	5
1	30	2	1	4	4	5	4	4	4	4	7	7	5	4	7	5	7	4	3	4	5	4	5	4	5	4	1	5	4	3	5	4	5	3	3	4	3	4	4	3	5	6	6	3	3	2	1	1
1	32	3	2	6	6	6	6	5	7	6	3	3	4	3	4	5	3	3	4	6	6	5	5	6	5	4	5	6	5	4	5	6	5	6	5	4	6	5	6	4	5	6	3	6	5	5	6	5
2	33	4	2	5	6	6	6	6	6	6	2	3	5	6	4	6	7	6	5	2	2	3	5	5	6	6	3	4	6	5	3	3	2	3	3	5	4	5	4	3	2	2	1	5	5	5	5	1
1	19	2	1	7	7	5	7	7	7	7	6	6	6	5	5	4	4	5	4	6	6	5	2	6	7	5	5	6	5	4	5	6	6	3	2	3	4	2	5	4	4	4	5	2	2	3	1	1
1	31	4	1	7	7	7	7	7	7	7	4	4	4	7	7	7	7	7	7	1	1	4	4	4	4	4	4	5	4	5	6	4	4	1	1	4	1	7	1	1	1	1	1	7	5	6	6	3
1	35	4	1	4	4	4	4	4	4	4	5	5	5	4	4	5	3	4	3	5	5	6	2	3	5	2	2	2	2	4	4	3	4	1	1	2	1	3	7	5	3	6	7	2	1	4	5	1
2	35	4	2	7	7	6	6	7	7	5	6	5	5	6	5	7	7	6	5	7	6	6	7	6	6	7	6	6	6	5	7	5	6	4	5	4	4	5	6	5	3	5	1	3	2	5	4	2
2	30	4	2	6	7	4	6	7	7	7	5	4	5	3	5	4	5	4	5	3	5	4	4	6	4	5	6	5	3	6	4	3	5	5	4	4	4	4	6	5	4	6	6	6	4	5	5	5
2	33	4	2	5	5	5	5	6	6	6	6	5	5	5	4	5	6	5	6	5	6	5	5	6	5	5	6	5	6	6	5	6	6	5	6	6	6	6	5	6	5	5	2	5	6	5	5	6
2	32	4	2	5	5	4	4	4	5	5	5	4	6	7	7	6	5	6	6	3	2	4	3	5	6	4	4	5	5	6	6	4	6	4	4	5	3	5	4	3	2	3	3	5	5	6	5	3
